Schluesselzahl der Tat;Straftat;Gemeindeschlüssel;Stadt;Sexus;Tatverdaechtige insgesamt - Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder bis unter 14 Jahre insgesamt (Anzahl Spalte 5 bis 9);Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt (Anzahl Spalte 11 und 12);Heranwachsende 18 bis unter 21 Jahre - Anzahl;Tatverdaechtige insgesamt unter 21 Jahre (Anzahl Spalte 10, 13 und 14);Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 21 bis unter 25 Jahre (Anzahl Spalte 16 und 17);Erwachsene 25 bis unter 30 Jahre;Erwachsene 30 bis unter 40 Jahre;Erwachsene 40 bis unter 50 Jahre;Erwachsene 50 bis unter 60 Jahre;Erwachsene 60 Jahre und aelter;Erwachsene ab 21 Jahre (Anzahl Spalten 18 bis 23)
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5315000;Köln;X;8690;0;8;21;44;124;197;257;302;559;756;1512;534;579;1113;1244;2056;1557;810;398;7178
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5114000;Krefeld;M;1112;0;2;3;6;18;29;29;41;70;93;192;72;69;141;157;254;205;104;59;920
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5114000;Krefeld;W;287;0;1;1;4;9;15;14;14;28;24;67;18;15;33;43;61;43;25;15;220
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5114000;Krefeld;X;1399;0;3;4;10;27;44;43;55;98;117;259;90;84;174;200;315;248;129;74;1140
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;14713000;Leipzig;M;1910;1;1;7;19;40;68;43;50;93;108;269;100;137;237;318;512;331;170;73;1641
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;14713000;Leipzig;W;399;0;0;0;5;10;15;17;19;36;27;78;15;30;45;56;101;66;34;19;321
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;14713000;Leipzig;X;2309;1;1;7;24;50;83;60;69;129;135;347;115;167;282;374;613;397;204;92;1962
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5316000;Leverkusen;M;721;0;1;3;2;11;17;12;31;43;66;126;44;39;83;82;170;136;82;42;595
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5316000;Leverkusen;W;215;0;0;1;3;1;5;11;4;15;19;39;12;12;24;34;45;44;21;8;176
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5316000;Leverkusen;X;936;0;1;4;5;12;22;23;35;58;85;165;56;51;107;116;215;180;103;50;771
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1003000;Lübeck;M;1358;0;2;3;11;24;40;40;45;85;87;212;89;83;172;216;300;253;137;68;1146
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1003000;Lübeck;W;378;0;0;0;2;12;14;13;21;34;33;81;23;23;46;43;90;66;27;25;297
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1003000;Lübeck;X;1736;0;2;3;13;36;54;53;66;119;120;293;112;106;218;259;390;319;164;93;1443
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7314000;Ludwigshafen am Rhein;M;1078;0;3;6;18;24;51;34;47;81;84;216;71;72;143;143;251;188;92;45;862
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7314000;Ludwigshafen am Rhein;W;329;0;0;0;1;7;8;17;19;36;30;74;25;19;44;52;60;53;28;18;255
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7314000;Ludwigshafen am Rhein;X;1407;0;3;6;19;31;59;51;66;117;114;290;96;91;187;195;311;241;120;63;1117
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;15003000;Magdeburg;M;887;0;0;5;6;19;30;26;27;53;55;138;46;48;94;134;220;170;73;58;749
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;15003000;Magdeburg;W;221;0;0;1;0;8;9;14;17;31;16;56;15;12;27;35;43;36;15;9;165
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;15003000;Magdeburg;X;1108;0;0;6;6;27;39;40;44;84;71;194;61;60;121;169;263;206;88;67;914
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7315000;Mainz;M;1046;0;0;3;8;5;16;21;47;68;105;189;66;87;153;184;216;176;84;44;857
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7315000;Mainz;W;242;0;0;0;0;1;1;6;14;20;16;37;17;15;32;42;50;44;19;18;205
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7315000;Mainz;X;1288;0;0;3;8;6;17;27;61;88;121;226;83;102;185;226;266;220;103;62;1062
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8222000;Mannheim;M;1108;0;1;3;4;16;24;26;39;65;72;161;65;59;124;138;298;209;117;61;947
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8222000;Mannheim;W;259;0;0;2;2;7;11;11;7;18;21;50;10;10;20;42;55;49;26;17;209
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8222000;Mannheim;X;1367;0;1;5;6;23;35;37;46;83;93;211;75;69;144;180;353;258;143;78;1156
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5170024;Moers;M;424;0;1;4;4;18;27;14;19;33;39;99;26;29;55;65;93;58;34;20;325
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5170024;Moers;W;111;0;0;0;0;8;8;13;3;16;11;35;6;5;11;12;11;21;14;7;76
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5170024;Moers;X;535;0;1;4;4;26;35;27;22;49;50;134;32;34;66;77;104;79;48;27;401
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5116000;Mönchengladbach;M;1000;1;0;0;12;18;31;30;35;65;99;195;55;70;125;148;229;172;81;50;805
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5116000;Mönchengladbach;W;217;0;1;1;0;14;16;12;14;26;21;63;7;11;18;23;44;42;16;11;154
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5116000;Mönchengladbach;X;1217;1;1;1;12;32;47;42;49;91;120;258;62;81;143;171;273;214;97;61;959
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5117000;Mülheim an der Ruhr;M;453;0;0;2;5;8;15;15;30;45;38;98;16;18;34;47;105;88;54;27;355
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5117000;Mülheim an der Ruhr;W;148;0;0;1;0;2;3;7;10;17;13;33;12;6;18;11;38;24;16;8;115
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5117000;Mülheim an der Ruhr;X;601;0;0;3;5;10;18;22;40;62;51;131;28;24;52;58;143;112;70;35;470
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9162000;München;M;5169;0;0;9;28;52;89;84;167;251;475;815;341;362;703;739;1251;957;462;242;4354
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9162000;München;W;1166;0;0;0;1;12;13;54;40;94;86;193;72;61;133;159;315;196;105;65;973
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9162000;München;X;6335;0;0;9;29;64;102;138;207;345;561;1008;413;423;836;898;1566;1153;567;307;5327
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5515000;Münster;M;1206;0;0;1;5;24;30;37;43;80;113;223;100;106;206;200;250;193;84;50;983
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5515000;Münster;W;261;0;0;0;0;11;11;19;10;29;23;63;13;9;22;32;60;49;26;9;198
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5515000;Münster;X;1467;0;0;1;5;35;41;56;53;109;136;286;113;115;228;232;310;242;110;59;1181
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5162024;Neuss;M;589;0;0;4;7;9;20;10;21;31;52;103;34;35;69;88;155;97;54;23;486
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5162024;Neuss;W;129;0;0;0;0;1;1;6;13;19;12;32;10;5;15;17;25;20;13;7;97
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5162024;Neuss;X;718;0;0;4;7;10;21;16;34;50;64;135;44;40;84;105;180;117;67;30;583
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9564000;Nürnberg;M;2373;0;2;8;22;27;59;47;84;131;245;435;191;191;382;367;534;370;196;89;1938
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9564000;Nürnberg;W;586;0;0;1;5;10;16;22;32;54;61;131;54;39;93;93;126;84;34;25;455
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9564000;Nürnberg;X;2959;0;2;9;27;37;75;69;116;185;306;566;245;230;475;460;660;454;230;114;2393
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5119000;Oberhausen;M;1070;0;1;6;15;18;40;25;42;67;87;194;72;77;149;147;222;208;106;44;876
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5119000;Oberhausen;W;289;0;0;1;0;5;6;22;14;36;24;66;16;16;32;34;66;53;23;15;223
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5119000;Oberhausen;X;1359;0;1;7;15;23;46;47;56;103;111;260;88;93;181;181;288;261;129;59;1099
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6413000;Offenbach am Main;M;475;0;0;0;1;10;11;8;13;21;29;61;24;16;40;55;129;117;48;25;414
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6413000;Offenbach am Main;W;103;0;0;0;2;3;5;4;5;9;8;22;6;6;12;15;24;11;15;4;81
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6413000;Offenbach am Main;X;578;0;0;0;3;13;16;12;18;30;37;83;30;22;52;70;153;128;63;29;495
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3403000;Oldenburg (Oldenburg);M;580;0;0;0;3;16;19;14;22;36;55;110;48;35;83;83;135;107;39;23;470
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3403000;Oldenburg (Oldenburg);W;155;0;0;0;0;3;3;10;14;24;18;45;11;6;17;18;29;28;10;8;110
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3403000;Oldenburg (Oldenburg);X;735;0;0;0;3;19;22;24;36;60;73;155;59;41;100;101;164;135;49;31;580
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3404000;Osnabrück;M;718;0;3;2;5;9;19;20;33;53;77;149;54;52;106;113;148;123;58;21;569
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3404000;Osnabrück;W;157;0;0;1;0;6;7;12;10;22;12;41;7;7;14;18;42;23;10;9;116
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3404000;Osnabrück;X;875;0;3;3;5;15;26;32;43;75;89;190;61;59;120;131;190;146;68;30;685
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5774032;Paderborn;M;552;0;2;1;0;10;13;13;15;28;54;95;44;41;85;99;127;87;44;15;457
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5774032;Paderborn;W;117;0;0;0;1;1;2;2;8;10;8;20;10;9;19;16;29;17;10;6;97
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5774032;Paderborn;X;669;0;2;1;1;11;15;15;23;38;62;115;54;50;104;115;156;104;54;21;554
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8231000;Pforzheim;M;534;0;0;2;5;13;20;9;19;28;58;106;37;36;73;82;116;79;50;28;428
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8231000;Pforzheim;W;141;0;0;0;0;4;4;8;6;14;19;37;8;8;16;17;30;23;14;4;104
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8231000;Pforzheim;X;675;0;0;2;5;17;24;17;25;42;77;143;45;44;89;99;146;102;64;32;532
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;12054000;Potsdam;M;411;0;1;2;4;1;8;12;17;29;20;57;22;37;59;57;108;71;43;16;354
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;12054000;Potsdam;W;107;0;0;0;2;2;4;4;7;11;2;17;7;8;15;12;35;17;6;5;90
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;12054000;Potsdam;X;518;0;1;2;6;3;12;16;24;40;22;74;29;45;74;69;143;88;49;21;444
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5562032;Recklinghausen;M;518;0;0;6;12;18;36;15;18;33;55;124;20;27;47;66;112;93;51;25;394
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5562032;Recklinghausen;W;135;0;1;3;1;4;9;11;13;24;9;42;8;6;14;15;28;16;13;7;93
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5562032;Recklinghausen;X;653;0;1;9;13;22;45;26;31;57;64;166;28;33;61;81;140;109;64;32;487
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9362000;Regensburg;M;685;0;0;0;3;6;9;18;32;50;83;142;77;54;131;87;154;97;54;20;543
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9362000;Regensburg;W;152;0;0;0;0;3;3;8;7;15;14;32;12;7;19;26;30;19;13;13;120
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9362000;Regensburg;X;837;0;0;0;3;9;12;26;39;65;97;174;89;61;150;113;184;116;67;33;663
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5120000;Remscheid;M;491;0;0;0;7;15;22;18;18;36;45;103;22;31;53;68;96;96;50;25;388
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5120000;Remscheid;W;132;0;0;0;0;3;3;7;10;17;15;35;7;12;19;13;26;23;14;2;97
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5120000;Remscheid;X;623;0;0;0;7;18;25;25;28;53;60;138;29;43;72;81;122;119;64;27;485
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8415061;Reutlingen;M;384;0;0;3;5;6;14;7;24;31;40;85;21;25;46;56;76;69;34;18;299
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8415061;Reutlingen;W;69;0;0;0;0;2;2;6;3;9;9;20;5;2;7;4;22;6;8;2;49
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8415061;Reutlingen;X;453;0;0;3;5;8;16;13;27;40;49;105;26;27;53;60;98;75;42;20;348
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;13003000;Rostock;M;668;0;0;3;5;10;18;13;13;26;38;82;29;40;69;137;164;110;67;39;586
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;13003000;Rostock;W;138;0;0;0;0;0;0;11;7;18;16;34;6;8;14;21;28;20;12;9;104
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;13003000;Rostock;X;806;0;0;3;5;10;18;24;20;44;54;116;35;48;83;158;192;130;79;48;690
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;10041100;Saarbrücken;M;1021;0;0;1;7;10;18;21;38;59;90;167;60;77;137;144;242;164;117;50;854
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;10041100;Saarbrücken;W;309;0;0;0;7;13;20;14;19;33;29;82;18;15;33;35;68;46;30;15;227
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;10041100;Saarbrücken;X;1330;0;0;1;14;23;38;35;57;92;119;249;78;92;170;179;310;210;147;65;1081
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5122000;Solingen;M;571;0;0;0;7;6;13;22;32;54;49;116;37;36;73;67;131;110;57;17;455
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5122000;Solingen;W;126;0;0;0;0;10;10;5;9;14;11;35;13;6;19;13;25;17;13;4;91
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5122000;Solingen;X;697;0;0;0;7;16;23;27;41;68;60;151;50;42;92;80;156;127;70;21;546
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8111000;Stuttgart;M;3171;0;10;7;10;36;63;64;110;174;298;535;245;245;490;491;730;512;262;151;2636
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8111000;Stuttgart;W;711;0;0;0;7;13;20;25;46;71;76;167;53;39;92;105;147;106;50;44;544
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8111000;Stuttgart;X;3882;0;10;7;17;49;83;89;156;245;374;702;298;284;582;596;877;618;312;195;3180
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7211000;Trier;M;520;0;0;0;1;4;5;17;20;37;55;97;53;43;96;81;112;80;36;18;423
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7211000;Trier;W;116;0;0;0;0;1;1;2;4;6;15;22;6;6;12;18;25;17;14;8;94
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7211000;Trier;X;636;0;0;0;1;5;6;19;24;43;70;119;59;49;108;99;137;97;50;26;517
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8421000;Ulm;M;448;0;0;0;2;6;8;11;24;35;40;83;35;37;72;58;98;76;47;14;365
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8421000;Ulm;W;106;0;0;3;0;4;7;3;3;6;19;32;8;7;15;15;23;9;5;7;74
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8421000;Ulm;X;554;0;0;3;2;10;15;14;27;41;59;115;43;44;87;73;121;85;52;21;439
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6414000;Wiesbaden;M;1098;0;2;2;2;18;24;38;44;82;115;221;81;69;150;152;242;177;108;48;877
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6414000;Wiesbaden;W;241;0;0;1;0;2;3;14;8;22;19;44;12;15;27;31;69;36;24;10;197
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6414000;Wiesbaden;X;1339;0;2;3;2;20;27;52;52;104;134;265;93;84;177;183;311;213;132;58;1074
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3103000;Wolfsburg;M;456;0;0;0;6;8;14;17;23;40;38;92;40;31;71;62;85;76;46;24;364
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3103000;Wolfsburg;W;97;0;0;0;0;4;4;9;7;16;12;32;3;4;7;13;11;15;13;6;65
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3103000;Wolfsburg;X;553;0;0;0;6;12;18;26;30;56;50;124;43;35;78;75;96;91;59;30;429
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5124000;Wuppertal;M;1829;0;2;5;18;34;59;72;114;186;195;440;106;109;215;204;403;336;165;66;1389
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5124000;Wuppertal;W;472;0;0;0;0;3;3;36;26;62;34;99;38;31;69;57;109;92;27;19;373
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5124000;Wuppertal;X;2301;0;2;5;18;37;62;108;140;248;229;539;144;140;284;261;512;428;192;85;1762
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9663000;Würzburg;M;555;0;0;0;1;2;3;5;21;26;69;98;61;42;103;91;114;82;46;21;457
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9663000;Würzburg;W;119;0;0;0;1;0;1;7;10;17;15;33;8;7;15;14;21;19;10;7;86
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9663000;Würzburg;X;674;0;0;0;2;2;4;12;31;43;84;131;69;49;118;105;135;101;56;28;543
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5334002;Aachen;M;1310;0;1;5;29;34;69;96;99;195;124;388;75;67;142;171;238;170;134;67;922
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5334002;Aachen;W;611;0;0;2;5;19;26;59;54;113;54;193;31;32;63;58;80;85;71;61;418
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5334002;Aachen;X;1921;0;1;7;34;53;95;155;153;308;178;581;106;99;205;229;318;255;205;128;1340
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9761000;Augsburg;M;1178;0;4;13;19;46;82;93;75;168;87;337;58;61;119;147;242;152;97;84;841
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9761000;Augsburg;W;661;0;1;1;9;46;57;71;46;117;52;226;24;30;54;56;89;79;73;84;435
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9761000;Augsburg;X;1839;0;5;14;28;92;139;164;121;285;139;563;82;91;173;203;331;231;170;168;1276
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5378004;Bergisch Gladbach;M;399;0;0;0;5;13;18;13;22;35;44;97;21;15;36;57;75;63;30;41;302
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5378004;Bergisch Gladbach;W;181;0;0;0;0;4;4;19;15;34;10;48;9;10;19;9;34;27;23;21;133
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5378004;Bergisch Gladbach;X;580;0;0;0;5;17;22;32;37;69;54;145;30;25;55;66;109;90;53;62;435
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;11000000;Berlin;M;18658;7;30;148;264;537;986;856;945;1801;1588;4375;993;1087;2080;2534;3841;2604;1684;1540;14283
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;11000000;Berlin;W;9054;6;26;61;149;499;741;855;600;1455;705;2901;415;448;863;984;1360;992;831;1123;6153
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;11000000;Berlin;X;27712;13;56;209;413;1036;1727;1711;1545;3256;2293;7276;1408;1535;2943;3518;5201;3596;2515;2663;20436
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5711000;Bielefeld;M;1690;0;0;10;24;38;72;61;124;185;136;393;95;107;202;259;370;218;129;119;1297
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5711000;Bielefeld;W;708;0;0;7;4;21;32;86;73;159;55;246;33;35;68;63;99;88;74;70;462
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5711000;Bielefeld;X;2398;0;0;17;28;59;104;147;197;344;191;639;128;142;270;322;469;306;203;189;1759
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5911000;Bochum;M;1726;0;5;12;26;54;97;74;103;177;122;396;93;113;206;216;360;261;157;130;1330
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5911000;Bochum;W;853;3;2;5;10;35;55;55;59;114;68;237;40;52;92;74;140;108;86;116;616
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5911000;Bochum;X;2579;3;7;17;36;89;152;129;162;291;190;633;133;165;298;290;500;369;243;246;1946
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5314000;Bonn;M;1356;0;3;7;16;57;83;96;100;196;113;392;71;51;122;147;291;205;119;80;964
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5314000;Bonn;W;690;0;0;0;5;41;46;101;67;168;39;253;22;30;52;65;107;80;61;72;437
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5314000;Bonn;X;2046;0;3;7;21;98;129;197;167;364;152;645;93;81;174;212;398;285;180;152;1401
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5512000;Bottrop;M;416;0;1;6;5;15;27;22;16;38;29;94;17;28;45;61;99;60;33;24;322
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5512000;Bottrop;W;243;0;1;2;2;20;25;30;9;39;18;82;11;8;19;17;44;26;29;26;161
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5512000;Bottrop;X;659;0;2;8;7;35;52;52;25;77;47;176;28;36;64;78;143;86;62;50;483
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3101000;Braunschweig;M;1466;0;0;2;15;28;45;51;77;128;185;358;95;117;212;240;304;157;109;86;1108
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3101000;Braunschweig;W;533;0;0;2;8;38;48;61;58;119;38;205;19;24;43;42;68;51;59;65;328
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3101000;Braunschweig;X;1999;0;0;4;23;66;93;112;135;247;223;563;114;141;255;282;372;208;168;151;1436
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;4011000;Bremen;M;2548;2;6;22;39;60;129;152;212;364;236;729;150;137;287;298;547;357;198;132;1819
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;4011000;Bremen;W;1364;3;3;5;13;78;102;178;160;338;110;550;71;64;135;133;185;164;98;99;814
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;4011000;Bremen;X;3912;5;9;27;52;138;231;330;372;702;346;1279;221;201;422;431;732;521;296;231;2633
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;4012000;Bremerhaven;M;734;0;3;5;12;10;30;32;32;64;65;159;32;37;69;105;157;115;71;58;575
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;4012000;Bremerhaven;W;325;0;0;4;2;16;22;20;11;31;28;81;22;13;35;32;48;46;48;35;244
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;4012000;Bremerhaven;X;1059;0;3;9;14;26;52;52;43;95;93;240;54;50;104;137;205;161;119;93;819
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;14511000;Chemnitz;M;1438;1;7;4;20;30;62;53;39;92;125;279;100;103;203;299;323;132;90;112;1159
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;14511000;Chemnitz;W;452;0;1;3;7;33;44;37;35;72;35;151;13;20;33;38;71;42;37;80;301
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;14511000;Chemnitz;X;1890;1;8;7;27;63;106;90;74;164;160;430;113;123;236;337;394;174;127;192;1460
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;6411000;Darmstadt;M;822;0;2;4;5;19;30;59;63;122;74;226;38;41;79;81;181;131;68;56;596
