Schluessel;Straftat;Gemeindeschluessel;Stadt;Sexus;Tatverdaechtige insgesamt - Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder bis unter 14 Jahre insgesamt (Anzahl Spalte 7 bis 11);Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt (Anzahl Spalte 13 und 14);Heranwachsende 18 bis unter 21 Jahre - Anzahl;Tatverdaechtige insgesamt unter 21 Jahre (Anzahl Spalte 12, 15 und 16);Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 21 bis unter 25 Jahre (Anzahl Spalte 18 und 19);Erwachsene 25 bis unter 30 Jahre;Erwachsene 30 bis unter 40 Jahre;Erwachsene 40 bis unter 50 Jahre;Erwachsene 50 bis unter 60 Jahre;Erwachsene 60 Jahre und aelter;Erwachsene ab 21 Jahre (Anzahl Spalten 20 bis 25)
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5314000;Bonn;W;28;0;0;0;0;1;1;1;1;2;2;5;2;0;2;2;5;10;2;2;23
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5314000;Bonn;X;139;0;0;0;0;1;1;3;6;9;15;25;9;11;20;15;41;23;10;5;114
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5512000;Bottrop;M;15;0;0;0;0;0;0;1;1;2;4;6;0;2;2;0;3;2;1;1;9
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5512000;Bottrop;W;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;1;5
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5512000;Bottrop;X;21;0;0;0;0;0;0;1;1;2;5;7;0;2;2;0;5;4;1;2;14
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3101000;Braunschweig;M;93;0;0;0;0;0;0;1;2;3;9;12;5;12;17;14;34;10;3;3;81
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3101000;Braunschweig;W;13;0;0;0;0;0;0;1;1;2;1;3;0;1;1;0;5;1;2;1;10
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3101000;Braunschweig;X;106;0;0;0;0;0;0;2;3;5;10;15;5;13;18;14;39;11;5;4;91
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;4011000;Bremen;M;181;0;0;0;0;1;1;1;9;10;25;36;19;14;33;32;46;18;10;6;145
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;4011000;Bremen;W;28;0;0;0;0;0;0;3;0;3;2;5;1;2;3;5;6;6;2;1;23
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;4011000;Bremen;X;209;0;0;0;0;1;1;4;9;13;27;41;20;16;36;37;52;24;12;7;168
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;4012000;Bremerhaven;M;71;0;0;0;0;0;0;1;0;1;4;5;4;5;9;19;26;9;2;1;66
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;4012000;Bremerhaven;W;16;0;0;0;0;1;1;0;0;0;3;4;0;1;1;2;1;5;3;0;12
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;4012000;Bremerhaven;X;87;0;0;0;0;1;1;1;0;1;7;9;4;6;10;21;27;14;5;1;78
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;14511000;Chemnitz;M;94;0;0;0;0;0;0;1;1;2;11;13;6;3;9;18;26;18;9;1;81
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;14511000;Chemnitz;W;11;0;0;0;0;0;0;0;0;0;1;1;2;0;2;1;3;3;0;1;10
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;14511000;Chemnitz;X;105;0;0;0;0;0;0;1;1;2;12;14;8;3;11;19;29;21;9;2;91
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6411000;Darmstadt;M;36;0;0;0;0;0;0;0;0;0;3;3;2;5;7;7;10;8;1;0;33
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6411000;Darmstadt;W;3;0;0;0;0;0;0;1;1;2;0;2;0;0;0;0;1;0;0;0;1
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6411000;Darmstadt;X;39;0;0;0;0;0;0;1;1;2;3;5;2;5;7;7;11;8;1;0;34
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5913000;Dortmund;M;243;0;0;0;0;0;0;5;18;23;18;41;16;19;35;48;57;48;10;4;202
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5913000;Dortmund;W;40;0;0;0;0;0;0;4;5;9;5;14;2;1;3;6;9;4;4;0;26
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5913000;Dortmund;X;283;0;0;0;0;0;0;9;23;32;23;55;18;20;38;54;66;52;14;4;228
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;14612000;Dresden;M;127;0;0;0;0;0;0;4;4;8;12;20;8;8;16;21;44;15;5;6;107
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;14612000;Dresden;W;20;0;0;0;0;0;0;1;3;4;0;4;1;2;3;1;6;2;3;1;16
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;14612000;Dresden;X;147;0;0;0;0;0;0;5;7;12;12;24;9;10;19;22;50;17;8;7;123
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5112000;Duisburg;M;153;0;0;0;0;0;0;3;4;7;10;17;11;5;16;17;42;31;23;7;136
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5112000;Duisburg;W;25;0;0;0;0;2;2;2;1;3;2;7;2;2;4;1;6;2;3;2;18
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5112000;Duisburg;X;178;0;0;0;0;2;2;5;5;10;12;24;13;7;20;18;48;33;26;9;154
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5111000;Düsseldorf;M;314;0;0;0;0;1;1;7;13;20;31;52;23;19;42;64;80;43;25;8;262
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5111000;Düsseldorf;W;60;0;0;0;0;1;1;1;4;5;2;8;2;1;3;13;16;9;6;5;52
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5111000;Düsseldorf;X;374;0;0;0;0;2;2;8;17;25;33;60;25;20;45;77;96;52;31;13;314
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;16051000;Erfurt;M;128;0;0;0;0;0;0;1;4;5;12;17;9;10;19;15;41;23;9;4;111
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;16051000;Erfurt;W;14;0;0;0;0;0;0;1;1;2;1;3;1;0;1;1;3;1;4;1;11
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;16051000;Erfurt;X;142;0;0;0;0;0;0;2;5;7;13;20;10;10;20;16;44;24;13;5;122
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9562000;Erlangen;M;10;0;0;0;0;0;0;0;2;2;0;2;1;1;2;1;3;1;1;0;8
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9562000;Erlangen;W;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9562000;Erlangen;X;12;0;0;0;0;0;0;0;3;3;0;3;1;1;2;2;3;1;1;0;9
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5113000;Essen;M;200;0;0;0;0;0;0;5;3;8;14;22;13;10;23;43;56;41;10;5;178
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5113000;Essen;W;46;0;0;0;0;0;0;2;3;5;3;8;3;1;4;6;15;6;6;1;38
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5113000;Essen;X;246;0;0;0;0;0;0;7;6;13;17;30;16;11;27;49;71;47;16;6;216
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6412000;Frankfurt am Main;M;316;0;0;0;0;0;0;0;9;9;23;32;18;27;45;75;94;44;20;6;284
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6412000;Frankfurt am Main;W;36;0;0;0;0;0;0;0;0;0;3;3;1;2;3;7;13;6;3;1;33
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6412000;Frankfurt am Main;X;352;0;0;0;0;0;0;0;9;9;26;35;19;29;48;82;107;50;23;7;317
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8311000;Freiburg im Breisgau;M;113;0;0;0;0;0;0;3;8;11;9;20;11;7;18;24;27;15;8;1;93
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8311000;Freiburg im Breisgau;W;11;0;0;0;0;0;0;0;0;0;1;1;1;0;1;2;4;3;0;0;10
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8311000;Freiburg im Breisgau;X;124;0;0;0;0;0;0;3;8;11;10;21;12;7;19;26;31;18;8;1;103
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9563000;Fürth;M;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;2
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9563000;Fürth;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9563000;Fürth;X;3;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;2
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5513000;Gelsenkirchen;M;130;0;0;0;1;1;2;3;6;9;8;19;10;6;16;25;41;18;8;3;111
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5513000;Gelsenkirchen;W;21;0;0;0;0;0;0;4;1;5;2;7;0;0;0;2;4;5;1;2;14
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5513000;Gelsenkirchen;X;151;0;0;0;1;1;2;7;7;14;10;26;10;6;16;27;45;23;9;5;125
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3159016;Göttingen;M;52;0;0;0;0;0;0;1;2;3;2;5;5;2;7;9;18;5;6;2;47
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3159016;Göttingen;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3159016;Göttingen;X;55;0;0;0;0;0;0;1;2;3;2;5;5;2;7;9;18;6;8;2;50
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5754008;Gütersloh;M;67;0;0;0;0;0;0;1;5;6;4;10;5;5;10;9;22;10;2;4;57
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5754008;Gütersloh;W;11;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;4;1;2;9
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5754008;Gütersloh;X;78;0;0;0;0;0;0;1;5;6;6;12;5;5;10;9;24;14;3;6;66
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5914000;Hagen;M;86;0;0;0;0;0;0;2;6;8;4;12;3;8;11;13;22;19;5;4;74
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5914000;Hagen;W;28;0;0;0;0;1;1;2;1;3;2;6;2;0;2;2;9;2;3;4;22
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5914000;Hagen;X;114;0;0;0;0;1;1;4;7;11;6;18;5;8;13;15;31;21;8;8;96
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;15002000;Halle (Saale);M;96;0;0;0;0;0;0;2;4;6;6;12;7;6;13;14;37;13;4;3;84
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;15002000;Halle (Saale);W;11;0;0;0;0;1;1;0;1;1;0;2;1;2;3;0;2;2;1;1;9
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;15002000;Halle (Saale);X;107;0;0;0;0;1;1;2;5;7;6;14;8;8;16;14;39;15;5;4;93
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;2000000;Hamburg;M;668;0;0;0;0;0;0;7;25;32;44;76;38;45;83;129;216;111;40;13;592
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;2000000;Hamburg;W;86;0;0;0;0;2;2;3;2;5;6;13;7;0;7;9;29;20;6;2;73
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;2000000;Hamburg;X;754;0;0;0;0;2;2;10;27;37;50;89;45;45;90;138;245;131;46;15;665
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5915000;Hamm;M;77;0;0;0;0;1;1;1;3;4;4;9;4;7;11;11;25;19;2;0;68
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5915000;Hamm;W;18;0;0;0;0;2;2;1;1;2;3;7;0;0;0;1;5;3;2;0;11
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5915000;Hamm;X;95;0;0;0;0;3;3;2;4;6;7;16;4;7;11;12;30;22;4;0;79
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6435014;Hanau;M;4;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;2;1;0;0;3
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6435014;Hanau;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6435014;Hanau;X;4;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;2;1;0;0;3
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3241001;Hannover;M;307;0;0;0;0;0;0;5;7;12;29;41;26;20;46;52;100;41;21;6;266
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3241001;Hannover;W;37;0;0;0;0;0;0;1;2;3;4;7;0;2;2;2;12;8;5;1;30
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3241001;Hannover;X;344;0;0;0;0;0;0;6;9;15;33;48;26;22;48;54;112;49;26;7;296
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8221000;Heidelberg;M;46;0;0;0;0;0;0;0;3;3;7;10;2;2;4;12;9;8;2;1;36
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8221000;Heidelberg;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;3
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8221000;Heidelberg;X;49;0;0;0;0;0;0;0;3;3;7;10;2;2;4;13;9;9;3;1;39
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8121000;Heilbronn;M;45;0;0;0;0;0;0;2;1;3;6;9;4;5;9;9;10;4;2;2;36
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8121000;Heilbronn;W;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;1;1;8
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8121000;Heilbronn;X;53;0;0;0;0;0;0;2;1;3;6;9;4;5;9;10;13;6;3;3;44
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5916000;Herne;M;48;0;0;0;0;0;0;0;4;4;0;4;3;4;7;13;14;8;1;1;44
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5916000;Herne;W;4;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;1;1;0;3
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5916000;Herne;X;52;0;0;0;0;1;1;0;4;4;0;5;4;4;8;13;14;9;2;1;47
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3254021;Hildesheim;M;26;0;0;0;0;1;1;0;2;2;2;5;3;2;5;2;8;5;1;0;21
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3254021;Hildesheim;W;7;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;2;0;0;7
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;3254021;Hildesheim;X;33;0;0;0;0;1;1;0;2;2;2;5;4;4;8;2;10;7;1;0;28
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9161000;Ingolstadt;M;21;0;0;0;0;1;1;1;0;1;2;4;1;1;2;1;7;4;3;0;17
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9161000;Ingolstadt;W;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;4
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;9161000;Ingolstadt;X;25;0;0;0;0;1;1;1;0;1;2;4;1;2;3;1;7;5;5;0;21
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;16053000;Jena;M;40;0;0;0;0;0;0;0;2;2;4;6;2;7;9;6;10;5;2;2;34
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;16053000;Jena;W;5;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;2;1;0;0;4
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;16053000;Jena;X;45;0;0;0;0;0;0;0;3;3;4;7;2;7;9;7;12;6;2;2;38
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7312000;Kaiserslautern;M;46;0;0;0;0;0;0;0;3;3;7;10;4;4;8;10;11;5;1;1;36
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7312000;Kaiserslautern;W;6;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;2;0;1;0;5
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7312000;Kaiserslautern;X;52;0;0;0;0;0;0;0;4;4;7;11;4;5;9;11;13;5;2;1;41
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8212000;Karlsruhe;M;89;0;0;0;0;0;0;1;6;7;8;15;7;4;11;18;20;11;10;4;74
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8212000;Karlsruhe;W;15;0;0;0;0;0;0;0;6;6;1;7;0;0;0;1;4;3;0;0;8
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;8212000;Karlsruhe;X;104;0;0;0;0;0;0;1;12;13;9;22;7;4;11;19;24;14;10;4;82
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6611000;Kassel;M;68;0;0;0;0;1;1;3;1;4;7;12;2;7;9;13;21;6;5;2;56
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6611000;Kassel;W;16;0;0;0;0;0;0;1;2;3;2;5;1;1;2;1;7;1;0;0;11
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;6611000;Kassel;X;84;0;0;0;0;1;1;4;3;7;9;17;3;8;11;14;28;7;5;2;67
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;1002000;Kiel;M;56;0;0;0;0;0;0;1;2;3;7;10;2;4;6;8;16;12;2;2;46
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;1002000;Kiel;W;12;0;0;0;0;0;0;1;3;4;2;6;1;0;1;1;0;2;2;0;6
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;1002000;Kiel;X;68;0;0;0;0;0;0;2;5;7;9;16;3;4;7;9;16;14;4;2;52
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7111000;Koblenz;M;63;0;0;0;0;0;0;2;4;6;9;15;1;3;4;9;21;8;3;3;48
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7111000;Koblenz;W;12;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;4;2;2;1;11
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7111000;Koblenz;X;75;0;0;0;0;0;0;2;4;6;10;16;1;4;5;10;25;10;5;4;59
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5315000;Köln;M;476;0;0;0;0;0;0;7;16;23;47;70;37;44;81;82;137;71;31;4;406
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5315000;Köln;W;106;0;0;0;0;3;3;3;7;10;11;24;7;6;13;21;18;13;12;5;82
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5315000;Köln;X;582;0;0;0;0;3;3;10;23;33;58;94;44;50;94;103;155;84;43;9;488
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5114000;Krefeld;M;64;0;0;0;0;0;0;1;1;2;5;7;3;2;5;13;20;12;5;2;57
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5114000;Krefeld;W;13;0;0;0;0;3;3;0;2;2;1;6;0;1;1;0;4;1;0;1;7
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5114000;Krefeld;X;77;0;0;0;0;3;3;1;3;4;6;13;3;3;6;13;24;13;5;3;64
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;14713000;Leipzig;M;218;0;0;0;0;0;0;5;10;15;22;37;15;14;29;35;71;33;12;1;181
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;14713000;Leipzig;W;35;0;0;0;0;1;1;1;3;4;5;10;1;2;3;3;8;9;0;2;25
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;14713000;Leipzig;X;253;0;0;0;0;1;1;6;13;19;27;47;16;16;32;38;79;42;12;3;206
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5316000;Leverkusen;M;36;0;0;0;0;0;0;2;2;4;3;7;1;2;3;6;13;6;1;0;29
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5316000;Leverkusen;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;3
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;5316000;Leverkusen;X;39;0;0;0;0;0;0;2;2;4;3;7;1;2;3;7;15;6;1;0;32
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;1003000;Lübeck;M;92;0;0;0;0;0;0;2;3;5;8;13;7;7;14;12;21;17;11;4;79
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;1003000;Lübeck;W;22;0;0;0;0;0;0;1;2;3;2;5;1;1;2;3;3;4;0;5;17
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;1003000;Lübeck;X;114;0;0;0;0;0;0;3;5;8;10;18;8;8;16;15;24;21;11;9;96
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7314000;Ludwigshafen am Rhein;M;26;0;0;0;0;0;0;1;2;3;2;5;1;1;2;3;8;3;5;0;21
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7314000;Ludwigshafen am Rhein;W;4;0;0;0;0;1;1;0;0;0;1;2;0;0;0;0;1;0;0;1;2
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7314000;Ludwigshafen am Rhein;X;30;0;0;0;0;1;1;1;2;3;3;7;1;1;2;3;9;3;5;1;23
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;15003000;Magdeburg;M;129;0;0;0;0;0;0;3;5;8;10;18;14;8;22;25;36;19;4;5;111
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;15003000;Magdeburg;W;19;0;0;0;0;0;0;3;1;4;1;5;0;3;3;1;8;0;1;1;14
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;15003000;Magdeburg;X;148;0;0;0;0;0;0;6;6;12;11;23;14;11;25;26;44;19;5;6;125
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7315000;Mainz;M;44;0;0;0;0;0;0;0;1;1;1;2;2;6;8;8;14;7;4;1;42
621110;Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113, 115 StGB;7315000;Mainz;W;12;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;1;2;0;12
