Schluessel;Straftat;Gemeindeschluessel;Stadt;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasse Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Aufkaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an Gesamtzahl
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;3254021;Hildesheim;933;917;144;15.4;0;0;629;67.4;565;394;171;171;30.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;9161000;Ingolstadt;1,014;738;122;12;0;0;887;87.5;738;554;184;364;49.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;16053000;Jena;700;629;50;7.1;0;0;560;80;359;241;118;75;20.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;7312000;Kaiserslautern;1,086;1,086;69;6.4;0;0;854;78.6;624;437;187;214;34.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;8212000;Karlsruhe;7,034;2,254;522;7.4;0;0;6,089;86.6;4,443;3,264;1,179;2,139;48.1
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;6611000;Kassel;2,062;1,020;105;5.1;0;0;1,674;81.2;1,397;1,052;345;583;41.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;1002000;Kiel;1,647;667;171;10.4;0;0;1,288;78.2;973;677;296;241;24.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;7111000;Koblenz;1,033;906;86;8.3;0;0;851;82.4;807;608;199;326;40.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5315000;Köln;14,365;1,320;933;6.5;0;0;10,062;70;7,806;5,511;2,295;3,047;39
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5114000;Krefeld;3,814;1,677;258;6.8;0;0;3,013;79;2,171;1,456;715;724;33.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;14713000;Leipzig;8,011;1,351;259;3.2;0;0;6,853;85.5;4,722;3,212;1,510;1,140;24.1
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5316000;Leverkusen;1,161;709;112;9.6;0;0;784;67.5;667;470;197;207;31
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;1003000;Lübeck;1,633;754;163;10;0;0;1,247;76.4;944;656;288;243;25.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;7314000;Ludwigshafen am Rhein;1,913;1,111;220;11.5;0;0;1,397;73;1,078;708;370;419;38.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;15003000;Magdeburg;2,223;936;259;11.7;0;0;1,754;78.9;1,374;958;416;410;29.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;7315000;Mainz;2,914;1,333;262;9;0;0;2,342;80.4;1,828;1,337;491;819;44.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;8222000;Mannheim;5,959;1,918;501;8.4;0;0;4,641;77.9;3,646;2,661;985;1,897;52
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5170024;Moers;668;643;43;6.4;0;0;497;74.4;382;269;113;113;29.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5116000;Mönchengladbach;3,049;1,168;214;7;0;0;2,371;77.8;1,628;1,110;518;464;28.5
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5117000;Mülheim an der Ruhr;1,837;1,077;210;11.4;0;0;1,024;55.7;860;625;235;342;39.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;9162000;München;12,144;818;917;7.6;0;0;9,919;81.7;8,903;6,258;2,645;4,391;49.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5515000;Münster;2,868;910;352;12.3;0;0;1,674;58.4;1,512;1,090;422;529;35
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5162024;Neuss;1,683;1,094;71;4.2;0;0;1,396;82.9;1,164;813;351;398;34.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;9564000;Nürnberg;3,989;770;414;10.4;0;0;3,407;85.4;3,001;2,166;835;1,436;47.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5119000;Oberhausen;2,466;1,170;111;4.5;0;0;1,784;72.3;1,257;886;371;410;32.6
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;6413000;Offenbach am Main;1,753;1,346;169;9.6;0;0;1,493;85.2;1,206;886;320;589;48.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;3403000;Oldenburg (Oldenburg);1,498;886;137;9.1;0;0;1,124;75;795;558;237;202;25.4
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;3404000;Osnabrück;1,873;1,133;376;20.1;0;0;1,274;68;1,096;786;310;360;32.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5774032;Paderborn;1,328;876;65;4.9;0;0;1,061;79.9;850;569;281;212;24.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;8231000;Pforzheim;1,359;1,079;179;13.2;0;0;890;65.5;752;544;208;378;50.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;12054000;Potsdam;1,166;647;135;11.6;0;0;869;74.5;748;500;248;212;28.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5562032;Recklinghausen;1,425;1,279;79;5.5;0;0;1,060;74.4;838;576;262;274;32.7
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;9362000;Regensburg;1,209;790;105;8.7;0;0;983;81.3;846;583;263;305;36.1
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5120000;Remscheid;774;695;92;11.9;0;0;462;59.7;398;262;136;103;25.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;8415061;Reutlingen;923;797;315;34.1;0;0;489;53;411;278;133;190;46.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;13003000;Rostock;3,516;1,681;388;11;0;0;2,776;79;1,782;1,236;546;289;16.2
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;10041100;Saarbrücken;2,360;1,308;256;10.8;0;0;1,765;74.8;1,283;915;368;510;39.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;3102000;Salzgitter;902;865;71;7.9;0;0;710;78.7;502;342;160;175;34.9
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;13004000;Schwerin;2,127;2,224;326;15.3;0;0;1,984;93.3;1,418;966;452;356;25.1
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5970040;Siegen;915;890;99;10.8;0;0;719;78.6;474;324;150;135;28.5
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5122000;Solingen;1,631;1,024;150;9.2;0;0;769;47.1;736;521;215;221;30
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;8111000;Stuttgart;7,441;1,170;717;9.6;0;0;6,289;84.5;4,067;2,954;1,113;2,054;50.5
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;7211000;Trier;712;638;75;10.5;0;0;543;76.3;446;321;125;127;28.5
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;8421000;Ulm;2,680;2,114;387;14.4;0;0;2,146;80.1;1,222;936;286;670;54.8
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;6414000;Wiesbaden;2,613;938;165;6.3;0;0;2,185;83.6;1,876;1,317;559;831;44.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;3103000;Wolfsburg;1,013;814;95;9.4;0;0;831;82;684;499;185;246;36
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;5124000;Wuppertal;3,779;1,064;391;10.3;0;0;2,345;62.1;2,105;1,462;643;786;37.3
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a-e StGB;9663000;Würzburg;1,313;1,026;122;9.3;0;0;1,108;84.4;994;795;199;527;53
515000;Erschleichen von Leistungen § 265a StGB;5334002;Aachen;1,490;598;3;0.2;0;0;1,372;92.1;1,143;755;388;516;45.1
515000;Erschleichen von Leistungen § 265a StGB;9761000;Augsburg;1,474;497;0;0;0;0;1,465;99.4;1,306;959;347;724;55.4
515000;Erschleichen von Leistungen § 265a StGB;5378004;Bergisch Gladbach;78;70;1;1.3;0;0;77;98.7;66;52;14;20;30.3
515000;Erschleichen von Leistungen § 265a StGB;11000000;Berlin;14,047;383;23;0.2;0;0;13,853;98.6;11,417;8,246;3,171;5,627;49.3
515000;Erschleichen von Leistungen § 265a StGB;5711000;Bielefeld;2,135;639;0;0;0;0;2,133;99.9;1,592;1,235;357;696;43.7
515000;Erschleichen von Leistungen § 265a StGB;5911000;Bochum;786;215;0;0;0;0;778;99;615;489;126;235;38.2
515000;Erschleichen von Leistungen § 265a StGB;5314000;Bonn;671;204;0;0;0;0;668;99.6;555;424;131;251;45.2
515000;Erschleichen von Leistungen § 265a StGB;5512000;Bottrop;130;111;0;0;0;0;129;99.2;109;83;26;28;25.7
515000;Erschleichen von Leistungen § 265a StGB;3101000;Braunschweig;925;371;2;0.2;0;0;921;99.6;804;623;181;366;45.5
515000;Erschleichen von Leistungen § 265a StGB;4011000;Bremen;3,593;633;2;0.1;0;0;3,505;97.6;2,807;2,177;630;1,119;39.9
515000;Erschleichen von Leistungen § 265a StGB;4012000;Bremerhaven;72;63;0;0;0;0;70;97.2;65;52;13;30;46.2
515000;Erschleichen von Leistungen § 265a StGB;14511000;Chemnitz;959;389;0;0;0;0;957;99.8;820;585;235;327;39.9
515000;Erschleichen von Leistungen § 265a StGB;6411000;Darmstadt;367;230;1;0.3;0;0;367;100;339;260;79;154;45.4
515000;Erschleichen von Leistungen § 265a StGB;5913000;Dortmund;5,221;888;5;0.1;0;0;5,193;99.5;3,082;2,366;716;1,174;38.1
515000;Erschleichen von Leistungen § 265a StGB;14612000;Dresden;4,948;889;8;0.2;0;0;4,926;99.6;3,159;2,303;856;1,000;31.7
515000;Erschleichen von Leistungen § 265a StGB;5112000;Duisburg;5,449;1,093;1;0;0;0;5,407;99.2;2,863;1,995;868;1,332;46.5
515000;Erschleichen von Leistungen § 265a StGB;5111000;Düsseldorf;2,805;451;3;0.1;0;0;2,784;99.3;2,122;1,620;502;992;46.7
515000;Erschleichen von Leistungen § 265a StGB;16051000;Erfurt;2,824;1,320;0;0;0;0;2,794;98.9;2,069;1,501;568;784;37.9
515000;Erschleichen von Leistungen § 265a StGB;9562000;Erlangen;123;109;1;0.8;0;0;123;100;123;94;29;58;47.2
515000;Erschleichen von Leistungen § 265a StGB;5113000;Essen;2,877;494;3;0.1;0;0;2,857;99.3;1,544;1,181;363;663;42.9
515000;Erschleichen von Leistungen § 265a StGB;6412000;Frankfurt am Main;10,768;1,411;0;0;0;0;10,730;99.6;6,473;4,951;1,522;3,442;53.2
515000;Erschleichen von Leistungen § 265a StGB;8311000;Freiburg im Breisgau;2,139;925;0;0;0;0;2,133;99.7;1,704;1,230;474;917;53.8
515000;Erschleichen von Leistungen § 265a StGB;9563000;Fürth;161;125;1;0.6;0;0;160;99.4;159;122;37;71;44.7
515000;Erschleichen von Leistungen § 265a StGB;5513000;Gelsenkirchen;985;379;0;0;0;0;975;99;513;381;132;232;45.2
515000;Erschleichen von Leistungen § 265a StGB;3159016;Göttingen;558;469;3;0.5;0;0;556;99.6;497;356;141;285;57.3
515000;Erschleichen von Leistungen § 265a StGB;5754008;Gütersloh;122;121;0;0;0;0;120;98.4;114;95;19;70;61.4
515000;Erschleichen von Leistungen § 265a StGB;5914000;Hagen;511;271;0;0;0;0;506;99;436;322;114;182;41.7
515000;Erschleichen von Leistungen § 265a StGB;15002000;Halle (Saale);725;304;5;0.7;0;0;714;98.5;617;490;127;347;56.2
515000;Erschleichen von Leistungen § 265a StGB;2000000;Hamburg;6,325;342;14;0.2;0;0;6,226;98.4;4,697;3,842;855;2,940;62.6
515000;Erschleichen von Leistungen § 265a StGB;5915000;Hamm;560;311;3;0.5;0;0;555;99.1;536;454;82;332;61.9
515000;Erschleichen von Leistungen § 265a StGB;3241001;Hannover;5,807;1,082;7;0.1;0;0;5,786;99.6;3,912;3,014;898;1,779;45.5
515000;Erschleichen von Leistungen § 265a StGB;8221000;Heidelberg;530;328;0;0;0;0;526;99.2;461;338;123;220;47.7
515000;Erschleichen von Leistungen § 265a StGB;8121000;Heilbronn;561;443;0;0;0;0;561;100;472;337;135;245;51.9
515000;Erschleichen von Leistungen § 265a StGB;5916000;Herne;283;181;0;0;0;0;282;99.6;255;202;53;90;35.3
515000;Erschleichen von Leistungen § 265a StGB;3254021;Hildesheim;96;94;1;1;0;0;96;100;96;77;19;53;55.2
515000;Erschleichen von Leistungen § 265a StGB;9161000;Ingolstadt;353;257;1;0.3;0;0;348;98.6;314;259;55;221;70.4
515000;Erschleichen von Leistungen § 265a StGB;16053000;Jena;299;269;0;0;0;0;295;98.7;166;113;53;50;30.1
515000;Erschleichen von Leistungen § 265a StGB;7312000;Kaiserslautern;182;182;1;0.5;0;0;182;100;168;137;31;91;54.2
515000;Erschleichen von Leistungen § 265a StGB;8212000;Karlsruhe;4,646;1,489;1;0;0;0;4,636;99.8;3,501;2,608;893;1,770;50.6
515000;Erschleichen von Leistungen § 265a StGB;6611000;Kassel;597;295;3;0.5;0;0;584;97.8;539;439;100;326;60.5
515000;Erschleichen von Leistungen § 265a StGB;1002000;Kiel;161;65;3;1.9;0;0;159;98.8;159;123;36;78;49.1
515000;Erschleichen von Leistungen § 265a StGB;7111000;Koblenz;352;309;4;1.1;0;0;348;98.9;337;280;57;188;55.8
515000;Erschleichen von Leistungen § 265a StGB;5315000;Köln;5,350;492;0;0;0;0;5,289;98.9;3,977;2,838;1,139;1,642;41.3
515000;Erschleichen von Leistungen § 265a StGB;5114000;Krefeld;1,763;775;1;0.1;0;0;1,757;99.7;1,307;868;439;440;33.7
515000;Erschleichen von Leistungen § 265a StGB;14713000;Leipzig;3,403;574;2;0.1;0;0;3,386;99.5;2,457;1,758;699;744;30.3
515000;Erschleichen von Leistungen § 265a StGB;5316000;Leverkusen;214;131;1;0.5;0;0;210;98.1;171;128;43;64;37.4
515000;Erschleichen von Leistungen § 265a StGB;1003000;Lübeck;237;109;2;0.8;0;0;236;99.6;227;172;55;118;52
515000;Erschleichen von Leistungen § 265a StGB;7314000;Ludwigshafen am Rhein;378;219;0;0;0;0;377;99.7;338;218;120;130;38.5
515000;Erschleichen von Leistungen § 265a StGB;15003000;Magdeburg;521;219;0;0;0;0;467;89.6;444;352;92;227;51.1
515000;Erschleichen von Leistungen § 265a StGB;7315000;Mainz;1,228;562;0;0;0;0;1,215;98.9;1,068;793;275;525;49.2
515000;Erschleichen von Leistungen § 265a StGB;8222000;Mannheim;2,771;892;2;0.1;0;0;2,755;99.4;2,338;1,792;546;1,364;58.3
515000;Erschleichen von Leistungen § 265a StGB;5170024;Moers;31;30;0;0;0;0;31;100;32;24;8;12;37.5
515000;Erschleichen von Leistungen § 265a StGB;5116000;Mönchengladbach;728;279;0;0;0;0;724;99.5;560;420;140;178;31.8
515000;Erschleichen von Leistungen § 265a StGB;5117000;Mülheim an der Ruhr;493;289;0;0;0;0;486;98.6;348;276;72;140;40.2
515000;Erschleichen von Leistungen § 265a StGB;9162000;München;6,244;421;4;0.1;0;0;6,180;99;5,684;4,022;1,662;2,969;52.2
515000;Erschleichen von Leistungen § 265a StGB;5515000;Münster;795;252;1;0.1;0;0;782;98.4;663;506;157;303;45.7
515000;Erschleichen von Leistungen § 265a StGB;5162024;Neuss;839;545;0;0;0;0;835;99.5;677;463;214;231;34.1
515000;Erschleichen von Leistungen § 265a StGB;9564000;Nürnberg;1,648;318;2;0.1;0;0;1,629;98.8;1,543;1,188;355;844;54.7
515000;Erschleichen von Leistungen § 265a StGB;5119000;Oberhausen;745;353;0;0;0;0;736;98.8;362;276;86;118;32.6
515000;Erschleichen von Leistungen § 265a StGB;6413000;Offenbach am Main;700;537;0;0;0;0;697;99.6;589;450;139;283;48
515000;Erschleichen von Leistungen § 265a StGB;3403000;Oldenburg (Oldenburg);149;88;3;2;0;0;140;94;127;103;24;69;54.3
515000;Erschleichen von Leistungen § 265a StGB;3404000;Osnabrück;260;157;0;0;0;0;257;98.8;240;202;38;116;48.3
515000;Erschleichen von Leistungen § 265a StGB;5774032;Paderborn;538;355;1;0.2;0;0;525;97.6;388;263;125;123;31.7
515000;Erschleichen von Leistungen § 265a StGB;8231000;Pforzheim;270;214;0;0;0;0;267;98.9;256;179;77;156;60.9
515000;Erschleichen von Leistungen § 265a StGB;12054000;Potsdam;188;104;1;0.5;0;0;185;98.4;179;140;39;88;49.2
515000;Erschleichen von Leistungen § 265a StGB;5562032;Recklinghausen;448;402;0;0;0;0;445;99.3;349;257;92;129;37
515000;Erschleichen von Leistungen § 265a StGB;9362000;Regensburg;445;291;1;0.2;0;0;444;99.8;378;277;101;154;40.7
515000;Erschleichen von Leistungen § 265a StGB;5120000;Remscheid;45;40;2;4.4;0;0;43;95.6;39;31;8;14;35.9
515000;Erschleichen von Leistungen § 265a StGB;8415061;Reutlingen;92;79;1;1.1;0;0;90;97.8;85;66;19;53;62.4
515000;Erschleichen von Leistungen § 265a StGB;13003000;Rostock;1,631;780;0;0;0;0;1,622;99.4;1,130;814;316;190;16.8
515000;Erschleichen von Leistungen § 265a StGB;10041100;Saarbrücken;607;337;4;0.7;0;0;578;95.2;478;337;141;248;51.9
515000;Erschleichen von Leistungen § 265a StGB;3102000;Salzgitter;80;77;2;2.5;0;0;79;98.8;60;45;15;21;35
515000;Erschleichen von Leistungen § 265a StGB;13004000;Schwerin;1,252;1,309;34;2.7;0;0;1,248;99.7;914;663;251;253;27.7
515000;Erschleichen von Leistungen § 265a StGB;5970040;Siegen;45;44;8;17.8;0;0;42;93.3;42;34;8;22;52.4
515000;Erschleichen von Leistungen § 265a StGB;5122000;Solingen;178;112;0;0;0;0;172;96.6;155;120;35;62;40
515000;Erschleichen von Leistungen § 265a StGB;8111000;Stuttgart;2,417;380;0;0;0;0;2,407;99.6;2,218;1,651;567;1,220;55
515000;Erschleichen von Leistungen § 265a StGB;7211000;Trier;72;65;0;0;0;0;69;95.8;68;58;10;38;55.9
515000;Erschleichen von Leistungen § 265a StGB;8421000;Ulm;996;786;0;0;0;0;995;99.9;829;661;168;508;61.3
515000;Erschleichen von Leistungen § 265a StGB;6414000;Wiesbaden;805;289;2;0.2;0;0;796;98.9;728;491;237;367;50.4
515000;Erschleichen von Leistungen § 265a StGB;3103000;Wolfsburg;361;290;1;0.3;0;0;354;98.1;334;260;74;161;48.2
515000;Erschleichen von Leistungen § 265a StGB;5124000;Wuppertal;976;275;2;0.2;0;0;952;97.5;832;594;238;382;45.9
515000;Erschleichen von Leistungen § 265a StGB;9663000;Würzburg;581;454;0;0;0;0;575;99;540;468;72;370;68.5
515001;Beförderungserschleichung;5334002;Aachen;1,459;586;1;0.1;0;0;1,342;92;1,119;736;383;505;45.1
515001;Beförderungserschleichung;9761000;Augsburg;1,473;497;0;0;0;0;1,464;99.4;1,306;959;347;724;55.4
515001;Beförderungserschleichung;5378004;Bergisch Gladbach;60;54;0;0;0;0;60;100;54;46;8;16;29.6
515001;Beförderungserschleichung;11000000;Berlin;13,947;380;18;0.1;0;0;13,775;98.8;11,341;8,183;3,158;5,599;49.4
515001;Beförderungserschleichung;5711000;Bielefeld;2,128;637;0;0;0;0;2,127;100;1,584;1,229;355;694;43.8
515001;Beförderungserschleichung;5911000;Bochum;757;207;0;0;0;0;755;99.7;590;467;123;225;38.1
515001;Beförderungserschleichung;5314000;Bonn;628;190;0;0;0;0;627;99.8;513;392;121;236;46
515001;Beförderungserschleichung;5512000;Bottrop;129;110;0;0;0;0;129;100;109;83;26;28;25.7
515001;Beförderungserschleichung;3101000;Braunschweig;902;362;2;0.2;0;0;898;99.6;786;612;174;358;45.5
515001;Beförderungserschleichung;4011000;Bremen;3,476;612;1;0;0;0;3,390;97.5;2,723;2,116;607;1,078;39.6
515001;Beförderungserschleichung;4012000;Bremerhaven;69;61;0;0;0;0;67;97.1;62;50;12;27;43.5
515001;Beförderungserschleichung;14511000;Chemnitz;958;389;0;0;0;0;956;99.8;819;584;235;327;39.9
515001;Beförderungserschleichung;6411000;Darmstadt;367;230;1;0.3;0;0;367;100;339;260;79;154;45.4
515001;Beförderungserschleichung;5913000;Dortmund;5,187;882;5;0.1;0;0;5,160;99.5;3,057;2,346;711;1,159;37.9
515001;Beförderungserschleichung;14612000;Dresden;4,939;887;8;0.2;0;0;4,917;99.6;3,152;2,297;855;1,000;31.7
515001;Beförderungserschleichung;5112000;Duisburg;5,399;1,083;0;0;0;0;5,361;99.3;2,817;1,964;853;1,302;46.2
515001;Beförderungserschleichung;5111000;Düsseldorf;2,778;447;2;0.1;0;0;2,763;99.5;2,100;1,603;497;980;46.7
515001;Beförderungserschleichung;16051000;Erfurt;2,813;1,315;0;0;0;0;2,783;98.9;2,057;1,491;566;784;38.1
515001;Beförderungserschleichung;9562000;Erlangen;122;108;1;0.8;0;0;122;100;122;93;29;58;47.5
515001;Beförderungserschleichung;5113000;Essen;2,846;488;1;0;0;0;2,832;99.5;1,526;1,169;357;656;43
515001;Beförderungserschleichung;6412000;Frankfurt am Main;10,759;1,409;0;0;0;0;10,723;99.7;6,459;4,940;1,519;3,438;53.2
515001;Beförderungserschleichung;8311000;Freiburg im Breisgau;2,132;922;0;0;0;0;2,126;99.7;1,695;1,222;473;914;53.9
515001;Beförderungserschleichung;9563000;Fürth;161;125;1;0.6;0;0;160;99.4;159;122;37;71;44.7
515001;Beförderungserschleichung;5513000;Gelsenkirchen;933;359;0;0;0;0;925;99.1;466;348;118;203;43.6
515001;Beförderungserschleichung;3159016;Göttingen;528;444;3;0.6;0;0;526;99.6;471;341;130;272;57.7
515001;Beförderungserschleichung;5754008;Gütersloh;119;118;0;0;0;0;118;99.2;111;92;19;68;61.3
515001;Beförderungserschleichung;5914000;Hagen;507;269;0;0;0;0;502;99;431;318;113;179;41.5
515001;Beförderungserschleichung;15002000;Halle (Saale);706;296;5;0.7;0;0;695;98.4;611;484;127;344;56.3
515001;Beförderungserschleichung;2000000;Hamburg;6,199;336;11;0.2;0;0;6,109;98.5;4,599;3,762;837;2,887;62.8
515001;Beförderungserschleichung;5915000;Hamm;548;305;1;0.2;0;0;544;99.3;523;447;76;323;61.8
515001;Beförderungserschleichung;3241001;Hannover;5,749;1,071;4;0.1;0;0;5,732;99.7;3,867;2,981;886;1,755;45.4
515001;Beförderungserschleichung;8221000;Heidelberg;530;328;0;0;0;0;526;99.2;461;338;123;220;47.7
515001;Beförderungserschleichung;8121000;Heilbronn;555;438;0;0;0;0;555;100;465;332;133;243;52.3
515001;Beförderungserschleichung;5916000;Herne;269;172;0;0;0;0;269;100;236;183;53;81;34.3
515001;Beförderungserschleichung;3254021;Hildesheim;93;91;1;1.1;0;0;93;100;93;74;19;52;55.9
515001;Beförderungserschleichung;9161000;Ingolstadt;352;256;0;0;0;0;347;98.6;313;258;55;220;70.3
515001;Beförderungserschleichung;16053000;Jena;298;268;0;0;0;0;294;98.7;165;112;53;50;30.3
515001;Beförderungserschleichung;7312000;Kaiserslautern;179;179;1;0.6;0;0;179;100;165;134;31;91;55.2
515001;Beförderungserschleichung;8212000;Karlsruhe;4,634;1,485;1;0;0;0;4,624;99.8;3,492;2,601;891;1,765;50.5
515001;Beförderungserschleichung;6611000;Kassel;595;294;3;0.5;0;0;583;98;538;439;99;325;60.4
515001;Beförderungserschleichung;1002000;Kiel;158;64;3;1.9;0;0;156;98.7;156;122;34;77;49.4
515001;Beförderungserschleichung;7111000;Koblenz;350;307;4;1.1;0;0;346;98.9;333;276;57;185;55.6
515001;Beförderungserschleichung;5315000;Köln;5,221;480;0;0;0;0;5,171;99;3,900;2,797;1,103;1,609;41.3
515001;Beförderungserschleichung;5114000;Krefeld;1,755;772;1;0.1;0;0;1,749;99.7;1,300;863;437;437;33.6
515001;Beförderungserschleichung;14713000;Leipzig;3,397;573;1;0;0;0;3,381;99.5;2,453;1,754;699;740;30.2
515001;Beförderungserschleichung;5316000;Leverkusen;204;125;0;0;0;0;202;99;161;121;40;62;38.5
515001;Beförderungserschleichung;1003000;Lübeck;224;103;1;0.4;0;0;223;99.6;215;163;52;113;52.6
515001;Beförderungserschleichung;7314000;Ludwigshafen am Rhein;378;219;0;0;0;0;377;99.7;338;218;120;130;38.5
515001;Beförderungserschleichung;15003000;Magdeburg;519;218;0;0;0;0;465;89.6;443;351;92;226;51
515001;Beförderungserschleichung;7315000;Mainz;1,228;562;0;0;0;0;1,215;98.9;1,068;793;275;525;49.2
515001;Beförderungserschleichung;8222000;Mannheim;2,761;889;2;0.1;0;0;2,746;99.5;2,330;1,788;542;1,361;58.4
515001;Beförderungserschleichung;5170024;Moers;29;28;0;0;0;0;29;100;29;22;7;11;37.9
515001;Beförderungserschleichung;5116000;Mönchengladbach;696;267;0;0;0;0;692;99.4;538;403;135;171;31.8
515001;Beförderungserschleichung;5117000;Mülheim an der Ruhr;487;285;0;0;0;0;481;98.8;342;271;71;135;39.5
515001;Beförderungserschleichung;9162000;München;6,199;418;4;0.1;0;0;6,139;99;5,634;3,985;1,649;2,961;52.6
515001;Beförderungserschleichung;5515000;Münster;784;249;1;0.1;0;0;776;99;658;503;155;303;46
515001;Beförderungserschleichung;5162024;Neuss;834;542;0;0;0;0;830;99.5;673;461;212;228;33.9
515001;Beförderungserschleichung;9564000;Nürnberg;1,640;316;0;0;0;0;1,621;98.8;1,534;1,185;349;842;54.9
515001;Beförderungserschleichung;5119000;Oberhausen;714;339;0;0;0;0;709;99.3;348;264;84;109;31.3
515001;Beförderungserschleichung;6413000;Offenbach am Main;699;537;0;0;0;0;696;99.6;588;449;139;283;48.1
515001;Beförderungserschleichung;3403000;Oldenburg (Oldenburg);137;81;2;1.5;0;0;136;99.3;123;100;23;69;56.1
515001;Beförderungserschleichung;3404000;Osnabrück;254;154;0;0;0;0;251;98.8;234;197;37;113;48.3
515001;Beförderungserschleichung;5774032;Paderborn;534;352;1;0.2;0;0;521;97.6;386;262;124;122;31.6
515001;Beförderungserschleichung;8231000;Pforzheim;267;212;0;0;0;0;263;98.5;252;176;76;153;60.7
515001;Beförderungserschleichung;12054000;Potsdam;161;89;1;0.6;0;0;159;98.8;152;120;32;71;46.7
515001;Beförderungserschleichung;5562032;Recklinghausen;414;372;0;0;0;0;411;99.3;319;235;84;116;36.4
515001;Beförderungserschleichung;9362000;Regensburg;445;291;1;0.2;0;0;444;99.8;378;277;101;154;40.7
515001;Beförderungserschleichung;5120000;Remscheid;40;36;1;2.5;0;0;38;95;35;28;7;11;31.4
515001;Beförderungserschleichung;8415061;Reutlingen;92;79;1;1.1;0;0;90;97.8;85;66;19;53;62.4
515001;Beförderungserschleichung;13003000;Rostock;1,614;772;0;0;0;0;1,605;99.4;1,118;807;311;187;16.7
515001;Beförderungserschleichung;10041100;Saarbrücken;593;329;4;0.7;0;0;568;95.8;470;330;140;242;51.5
515001;Beförderungserschleichung;3102000;Salzgitter;79;76;2;2.5;0;0;78;98.7;59;45;14;21;35.6
